"Product Details","ASIN","URL","Image URL","Brand","Price $","Sales","Revenue","BSR","Seller Country/Region","Fees $","Active Sellers #","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","Creation Date"
"($) Aheaplus End Table Set of 2 with Charging Station, 3 Tier Slim Side Table with Storage Shelf, Narrow Bedside Nightstand with USB Ports & Outlets, Sofa Side Table for Bedroom, Living Room, Black","B0BG87SZC2","https://www.amazon.com/dp/B0BG87SZC2?psc=1","https://m.media-amazon.com/images/I/71nHyPrykbL._AC_SX679_.jpg","Aheaplus",89.99,605,"54,443.95","30,292","CN",25.79,1,4.3,331,7,28,"Aheaplus","Home & Kitchen","Large Standard-Size","FBA","13.5x6.5x16.2",19.60,"9/23/2022"
"($) Ecoprsio Nightstand White End Table Side Table with Drawer and Storage Shelf Wood Night Stand Modern Bedside Table for Bedroom, Living Room, Sofa Couch, Hall, Easy Assembly, White","B098389B99","https://www.amazon.com/dp/B098389B99?psc=1","https://m.media-amazon.com/images/I/71F-S7pS39L._AC_SX425_.jpg","Ecoprsio",59.99,456,"27,355.44","66,732","CN",26.62,17,4.4,693,8,13,"Ecoprsio Store","Home & Kitchen","Small Oversize","FBA","18.2x3.4x25.5",18.90,"6/28/2021"
"ALLOSWELL End Table, Side Table with Storage Shelf, Nightstand for Small Spaces, Bedside Table, for Living Room, Bedroom, Easy Assembly, Rustic Brown ETHR5001","B09G2G448L","https://www.amazon.com/dp/B09G2G448L?psc=1","https://m.media-amazon.com/images/I/61PiWODKD+L._AC_SY450_.jpg","ALLOSWELL",21.99,580,"12,754.20","36,851","CN",12.07,1,4.3,450,9,13,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","12.9x3.4x17.2",7.76,"1/6/2022"
"Apicizon 2 Tier End Table, Boho Side Table with Storage Shelf, Nightstand Bedside Table for Small Spaces, Bedroom, Living Room, Entryway, Farmhouse, Easy Assembly, White+Natural","B09TR7ZNMP","https://www.amazon.com/dp/B09TR7ZNMP?psc=1","https://m.media-amazon.com/images/I/81zsVDZNspL._AC_SY450_.jpg","Apicizon",28.99,470,"13,625.30","70,686","CN",14.11,1,4.5,115,7,10,"APICIZONHOME","Home & Kitchen","Large Standard-Size","FBA","12.8x2.8x17.1",7.54,"10/26/2021"
"AOJEZOR End Table,Accent Table Ideal for Any Room-Side Table Living Room,Side Tables Bedroom,Side Table Waterproof Metal Structure Great for Indoor & Outdoor,Matte Black Tray Surface with 3 Legs","B09X9GMLZG","https://www.amazon.com/dp/B09X9GMLZG?psc=1","https://m.media-amazon.com/images/I/717q7wg1ZhL._AC_SY355_.jpg","AOJEZOR",37.88,"3,868","146,519.84","4,644","CN",19.30,4,4.6,"3,277",8,50,"Aojezor","Home & Kitchen","Small Oversize","FBA","18.4x2.8x23.5",6.55,"3/14/2022"
"Apicizon Round Side Table, White Nightstand Coffee End Table for Living Room, Bedroom, Small Spaces, Easy Assembly Modern Home Decor Bedside Table with Natural Wood Legs, 16.5 x 20.5 Inches","B08LYPSDNY","https://www.amazon.com/dp/B08LYPSDNY?psc=1","https://m.media-amazon.com/images/I/61+87WmxrzS._AC_SY450_.jpg","Apicizon",36.99,"2,071","76,606.29","13,040","CN",17.80,1,4.5,"1,923",9,42,"APICIZON","Home & Kitchen","Small Oversize","FBA","18.0x2.8x18.0",4.70,"2/2/2021"
"($) MASHOOPS End Table with Charging Station, Narrow End Table for Small Spaces Flip Top Storage, 3-Tier Shelf Drawer & Fabric Bag, Living Room & Bedroom, Brown","B09YGKLD5S","https://www.amazon.com/dp/B09YGKLD5S?psc=1","https://m.media-amazon.com/images/I/81EIxU6-lNL._AC_SY450_.jpg","MASHOOPS",89.99,74,"6,659.26","217,253","CN",33.31,1,4.5,129,7,6,"MASHOOPS","Home & Kitchen","Small Oversize","FBA","13.9x6.4x26.2",24.56,"4/21/2022"
"($) VASAGLE Side Table with Charging Station, Narrow End Table with 2 Drawers, Slim Nightstand and Bedside Table with Storage, for Small Spaces, Oak with Blue Grains and Black ULET321B60","B0BRXYYPDW","https://www.amazon.com/dp/B0BRXYYPDW?psc=1","https://m.media-amazon.com/images/I/81Rfcm5I5dL._AC_SX466_.jpg","VASAGLE",99.99,"n/a","n/a","55,676","US",39.01,1,4.6,3,8,0,"Songmics Direct","Home & Kitchen","Small Oversize","FBA","16.7x5.7x28.2",35.01,"5/18/2023"
"($) OKD Nightstand w/Charging Station, 18 Inch Farmhouse End Table w/Barn Door and Adjustable Storage Shelf, Rustic Wood Sofa Side Table w/Magnetic Door for Living Room, Bedroom, Light Rustic Oak","B098D3FSZT","https://www.amazon.com/dp/B098D3FSZT?psc=1","https://m.media-amazon.com/images/I/816oCEIJARL._AC_SX425_.jpg","OKD",119.99,626,"75,113.74","56,708","CN","n/a",1,4.4,361,6,43,"OKD-us","Home & Kitchen","n/a","MFN","n/a","n/a","7/1/2021"
"($) VECELO Modern Nightstand with Drawer Square End, Side Table for Bedroom, Living Room, Small Space, Night Stand with Open Shelf, Stable Metal Frame, 1 Pack, Black","B083B85191","https://www.amazon.com/dp/B083B85191?psc=1","https://m.media-amazon.com/images/I/61mG92mFyPL._AC_SX679_.jpg","VECELO",59.99,603,"36,173.97","64,621","AMZ",30.49,2,4.3,"1,035",8,53,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.8x5.0x25.2",28.35,"n/a"
"CubiCubi C Shaped End Table, Side Table for Couch and Bed, Rustic Table Living Room Bedroom, Small Table with Metal Frames, Modern Design, White","B092HJRLC3","https://www.amazon.com/dp/B092HJRLC3?psc=1","https://m.media-amazon.com/images/I/615lMcPEj+L._AC_SX425_.jpg","CubiCubi",33.99,608,"20,665.92","39,577","CN",13.87,14,4.5,880,8,25,"EleTab","Home & Kitchen","Large Standard-Size","FBA","13.2x2.8x17.7",7.87,"4/14/2021"
"LUCKNOCK Nightstand, Mid-Century Modern Bedside Tables with Storage Shelf, Minimalist and Practical End Side Table, Fashion Bedroom Furnitur,Rustic Brown.","B0BK8F8KWQ","https://www.amazon.com/dp/B0BK8F8KWQ?psc=1","https://m.media-amazon.com/images/I/71tqW809hDL._AC_SX466_.jpg","LUCKNOCK",39.99,"1,013","40,509.87","29,623","CN",18.16,1,4.6,314,6,35,"LUCKNOCK","Home & Kitchen","Large Standard-Size","FBA","13.2x5.5x16.9",15.32,"10/24/2022"
"APEXCHASER Metal Side Table, 3-Tier Modern Style End Table with Storage Shelf, Side Table for Small Spaces, Fashionable Coffee Table for Living Room, Bedroom,Pink","B0BX9QJTWK","https://www.amazon.com/dp/B0BX9QJTWK?psc=1","https://m.media-amazon.com/images/I/71SVCJ15KuL._AC_SX466_.jpg","APEXCHASER",39.99,363,"14,516.37","49,681","CN",15.41,1,4.2,23,6,14,"TR Trading Store","Home & Kitchen","Large Standard-Size","FBA","12.6x7.3x17.2",7.94,"3/2/2023"
"danpinera 2 Tier Metal Side Table with Removable Tray, Folding End Table Outdoor Side Table Small Accent Table, Anti-Rust Green Nightstand for Bedroom Balcony Patio (Dark Green)","B09GKGWZP3","https://www.amazon.com/dp/B09GKGWZP3?psc=1","https://m.media-amazon.com/images/I/614WQjNZIaL._AC_SY355_.jpg","danpinera",49.99,734,"36,692.66","11,751","CN",20.59,1,4.4,607,8,23,"LongT HOME","Patio, Lawn & Garden","Small Oversize","FBA","18.0x3.3x21.3",8.10,"5/9/2021"
"($) End Table with Charging Station, 3-Tier Side Table with PD 20W USB C Port and Outlets, Nightstand for Small Space Bedside Table with Storage Shelf for Living Room Bedroom, Furniture Plug-In Series","B0BBKZFXP1","https://www.amazon.com/dp/B0BBKZFXP1?psc=1","https://m.media-amazon.com/images/I/61caTtyX+3L._AC_SY450_.jpg","HEZI",50.99,187,"9,535.13","156,146","CN",17.13,1,4.5,102,6,5,"HEZI HOME","Home & Kitchen","Large Standard-Size","FBA","13.0x4.0x16.8",9.92,"8/23/2022"
"($) Cyclysio End Table Set of 2 with Charging Station, 3 Tier Small Nightstand with Storage Shelf, Slim Side Table with USB Ports & Outlets, Modern Sofa Bedside Table for Bedroom, Living Room, Gray Oak","B0BCFGMXY8","https://www.amazon.com/dp/B0BCFGMXY8?psc=1","https://m.media-amazon.com/images/I/71US3cjw4LL._AC_SX355_.jpg","Cyclysio",76.49,367,"28,071.83","48,861","CN",25.95,1,4.3,238,7,29,"Cyclysio Direct","Home & Kitchen","Large Standard-Size","FBA","13.5x6.3x16.3",19.27,"10/13/2022"
"GIOPACO Small End Table with Charging Station and USB Ports, Small Side Table Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Rustic Brown (1)","B0BVYQ3H54","https://www.amazon.com/dp/B0BVYQ3H54?psc=1","https://m.media-amazon.com/images/I/61oIAfrPHUL._AC_SY450_.jpg","GIOPACO",34.99,495,"17,320.05","50,305","CN",14.34,1,4.5,29,9,13,"GIOPACO OFFICIAL","Home & Kitchen","Large Standard-Size","FBA","13.6x3.6x17.0",8.77,"2/16/2023"
"HAYOFAMY 3 Tier End Table Night Stand, Narrow Side Table with Display Shelf, Small Bookcase Bookshelf, Simple Bedside Table Storage Rack for Bedroom, Living Room, Office, Bathroom (White, 3 Tier)","B0BPPR7122","https://www.amazon.com/dp/B0BPPR7122?psc=1","https://m.media-amazon.com/images/I/61NfPhAu-dL._AC_SY450_.jpg","HAYOFAMY",27.68,504,"13,950.72","63,655","CN",12.44,1,3.6,27,8,6,"HAYOFAMY","Home & Kitchen","Large Standard-Size","FBA","9.8x16.3x3.5",6.33,"12/10/2022"
"Furinno Andrey End Table / Side Table / Night Stand / Bedside Table with Bin Drawer, Espresso/Brown","B004UME2PS","https://www.amazon.com/dp/B004UME2PS?psc=1","https://m.media-amazon.com/images/I/610cB5E0v1L._AC_SX466_.jpg","Furinno",16.30,"5,817","94,817.10","3,607","AMZ",17.22,11,4.1,"54,120",9,427,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.4x3.2x19.9",12.05,"3/31/2011"
"WLIVE End Table, 2-Tier Small Side Table with Open Storage, Narrow Side Stand for Bedroom, Living Room, Couch, Modern End Stand with Sturdy Metal Frame, Sturdy Easy Assembly,Rustic Brown and Black","B0BCKF7NXF","https://www.amazon.com/dp/B0BCKF7NXF?psc=1","https://m.media-amazon.com/images/I/71M22fouH1L._AC_SX569_.jpg","WLIVE",25.99,"1,803","46,859.97","21,696","CN",12.83,1,4.4,114,8,19,"SYL-HOME","Home & Kitchen","Large Standard-Size","FBA","13.1x2.7x17.1",8.30,"8/31/2022"
"Amazon Basics Round Storage End Table, Side Table with Cloth Basket - Charcoal/Heather Gray, 19 x 18 x 18 Inches","B07TTTG49V","https://www.amazon.com/dp/B07TTTG49V?psc=1","https://m.media-amazon.com/images/I/81Z9Xn8xiqL._AC_SX679_.jpg","Amazon Basics",41.61,"n/a","n/a","1,681","AMZ",18.91,4,4.5,"8,520",6,0,"Amazon","Our Brands","Small Oversize","FBA","18.6x2.6x20.5",6.00,"n/a"
"HOOBRO Side Table with Charging Station, End Table with USB Ports and Outlet, Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Stable Frame, Rustic Brown BF09UBZ01","B0B9GXLK1P","https://www.amazon.com/dp/B0B9GXLK1P?psc=1","https://m.media-amazon.com/images/I/618WGX6c5rL._AC_SX466_.jpg","HOOBRO",29.99,"1,665","49,933.35","15,821","CN",13.27,5,4.4,126,9,23,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.0x4.2x17.3",8.18,"8/12/2022"
"VASAGLE Round End Table with Lower Shelf, Nightstand for Small Spaces, Modern Farmhouse Style, 15.8”Dia. x 19.7”H (40 x 50 cm), Rustic Walnut","B0B18NB7ZF","https://www.amazon.com/dp/B0B18NB7ZF?psc=1","https://m.media-amazon.com/images/I/71CMKkWecRL._AC_SX425_.jpg","VASAGLE",39.99,293,"11,717.07","54,985","AMZ",19.93,3,4.5,94,8,15,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.6x3.4x22.4",10.90,"n/a"
"AWASEN Side Table Round, Small Accent Table Nightstand Modern End Table for Living Room Bedroom Office Small Spaces, 16''D x 19.5''H(Natural Walnut)","B09FJ9KWXF","https://www.amazon.com/dp/B09FJ9KWXF?psc=1","https://m.media-amazon.com/images/I/51JB3dKZ2BL._AC_SY450_.jpg","AWASEN",38.99,"1,266","49,361.34","21,397","CN",18.10,1,4.6,907,7,64,"Awasen Direct","Home & Kitchen","Small Oversize","FBA","17.5x3.0x18.0",5.93,"9/6/2021"
"AWASEN Side Table, Small End Accent Table for Living Room Bedroom Office Small Spaces, Modern White Side Table Nightstand with Solid Wood, Easy Assembly, (White)","B0BYMWHZJC","https://www.amazon.com/dp/B0BYMWHZJC?psc=1","https://m.media-amazon.com/images/I/51ihJ0cmhsL._AC_SX425_.jpg","AWASEN",25.99,"n/a","n/a","103,020","CN",12.03,1,4.6,57,6,5,"Awasen Direct","Home & Kitchen","Large Standard-Size","FBA","13.7x2.8x17.0",5.89,"3/16/2023"
"WLIVE Side Table, Small End Table, Adjustable 3-Tier Bedside Table with Sturdy Metal Frame, Tall Nightstand for Bedroom, Living Room, Sofa Table for Small Space, Black","B0B8YQKZTZ","https://www.amazon.com/dp/B0B8YQKZTZ?psc=1","https://m.media-amazon.com/images/I/71MimR-GPoL._AC_SX522_.jpg","WLIVE",25.99,849,"22,065.51","43,024","CN",14.46,1,4.5,112,9,16,"WLIVE","Home & Kitchen","Large Standard-Size","FBA","13.2x3.3x17.8",10.36,"8/5/2022"
"Tribesigns Wood End Table, 2-Drawer Narrow Solid Side Table Slim Chair Side Table, No Assembly Required, Finished Back, Walnut","B0BNVDY12F","https://www.amazon.com/dp/B0BNVDY12F?psc=1","https://m.media-amazon.com/images/I/71bxNFV1zzL._AC_SX569_.jpg","Tribesigns",239.99,64,"15,359.36","511,035","CN",55.91,1,5.0,5,6,1,"XDYZ US","Home & Kitchen","Small Oversize","MFN","32.0x15.0x7.1",30.00,"12/2/2022"
"Monarch Specialties , Nesting Table, Chrome Metal, Glossy White, Table Set, 2 pcs","B008V6R8UA","https://www.amazon.com/dp/B008V6R8UA?psc=1","https://m.media-amazon.com/images/I/41f54v0o8YL._AC_SY450_.jpg","Monarch Specialties",164.71,20,"3,294.20","624,014","AMZ",46.62,11,4.7,734,4,0,"Amazon","Home & Kitchen","Small Oversize","AMZ","22.0x7.0x23.5",30.01,"8/8/2012"
"Winsome Eugene Table, White","B0046EC0HW","https://www.amazon.com/dp/B0046EC0HW?psc=1","https://m.media-amazon.com/images/I/61JveBx0KBL._AC_SX569_.jpg","Winsome",41.21,"2,923","120,456.83","5,308","AMZ",23.89,18,4.1,"24,330",11,76,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.9x4.3x26.6",19.35,"10/2/2003"
"MENYCNJ C Shaped Table for safa Small C Side Table for Living Room and Small Spaces- Easy Assembly, C Shaped Round End Table for Couch and Bed, Night Stand for Bedroom, Wood/Black","B0BZZTL5RS","https://www.amazon.com/dp/B0BZZTL5RS?psc=1","https://m.media-amazon.com/images/I/51OodfZCsnL._AC_SY355_.jpg","MENYCNJ",55.99,"n/a","n/a","55,612","CN",22.90,1,2.0,4,6,2,"HengTuo Int'l Trade","Home & Kitchen","Small Oversize","FBA","13.4x4.0x24.5",5.25,"3/30/2023"
"Convenience Concepts Oxford End Table with Shelves, Gray","B01LZFJ957","https://www.amazon.com/dp/B01LZFJ957?psc=1","https://m.media-amazon.com/images/I/61+Menv-2dL._AC_SX679_.jpg","Convenience Concepts",36.54,699,"25,541.46","18,976","AMZ",24.03,20,4.6,"6,846",14,27,"Amazon","Home & Kitchen","Small Oversize","AMZ","19.5x5.9x26.0",19.23,"9/11/2016"
"Frenchi Furniture Magazine Table Finish: White","B006T3R5HI","https://www.amazon.com/dp/B006T3R5HI?psc=1","https://m.media-amazon.com/images/I/41iT+49l1FL._AC_SY355_.jpg","Frenchi Furniture",14.82,176,"2,608.32","40,753","AMZ",18.67,9,4.6,"1,467",1,3,"Amazon","Home & Kitchen","Small Oversize","AMZ","18.0x5.2x25.2",10.80,"1/3/2012"
"Grey Nightstand with Charging Station Bedroom End Tables with USB Ports and Outlets 3 Tier Bed Side Table with Storage Shelves Farmhouse Night Stand Table with Power Charging for Living Room Study","B0BFJC3NCJ","https://www.amazon.com/dp/B0BFJC3NCJ?psc=1","https://m.media-amazon.com/images/I/61e5KuACP7L._AC_SY450_.jpg","NORCEESAN",39.99,637,"25,473.63","37,696","CN",15.89,1,4.5,171,7,42,"NORCEESAN DIRECT","Home & Kitchen","Large Standard-Size","MFN","13.7x6.2x17.6",11.33,"9/16/2022"
"Fixwal Side Table 2-Tier Tall End Table with Storage Rack Wooden Nightstand White Bedside Table for Living Room Bedroom Office No-Tool Assembly","B0BY12CDQ2","https://www.amazon.com/dp/B0BY12CDQ2?psc=1","https://m.media-amazon.com/images/I/61SL4G7MxsL._AC_SY450_.jpg","Fixwal",21.99,"n/a","n/a","165,534","CN",11.91,1,4.6,9,7,0,"Momok","Home & Kitchen","Large Standard-Size","FBA","13.1x3.0x16.9",7.45,"3/10/2023"
"Furinno Simplistic Set of 2 End Table, French Oak Grey/Grey","B00OR1KO22","https://www.amazon.com/dp/B00OR1KO22?psc=1","https://m.media-amazon.com/images/I/51FAiTCFaHL._AC_SX466_.jpg","Furinno",26.41,"7,889","208,348.49","1,209","AMZ",20.14,8,4.3,"40,235",7,208,"Amazon","Home & Kitchen","Small Oversize","AMZ","17.0x3.5x21.0",13.15,"10/22/2014"
"HOOBRO Nightstands Set of 2, 3-Tier Side Table with Adjustable Shelf, Industrial End Table for Small Space in Living Room, Bedroom and Balcony, Stable Metal Frame, Rustic Brown BF12BZ01","B097R1TXD1","https://www.amazon.com/dp/B097R1TXD1?psc=1","https://m.media-amazon.com/images/I/71qfcWSFpKL._AC_SX425_.jpg","HOOBRO",49.99,389,"19,446.11","134,392","CN",17.94,3,4.5,671,10,115,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.2x6.3x16.1",16.58,"6/23/2021"
"HOOBRO End Table, Small Side Table, Nightstand with 2-Layer Storage Shelves, Sofa Table for Small Spaces, Living Room, Bedroom, Stable Frame, Easy Assembly, Rustic Brown BF09BZ01","B09MTGKK9R","https://www.amazon.com/dp/B09MTGKK9R?psc=1","https://m.media-amazon.com/images/I/711-JsvqqkL._AC_SX466_.jpg","HOOBRO",23.99,825,"19,791.75","43,366","CN",12.21,5,4.5,499,8,23,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","11.9x3.1x17.1",7.10,"n/a"
"LDTTCUK Side Table with Charging Station, End Table with Power Outlet & USB Ports, Nightstand with 2 Tiers Storage Space and Storage Cabinet, Sofa Side Tables for Bedroom, Living Room,Office,Black","B0BN67TVVP","https://www.amazon.com/dp/B0BN67TVVP?psc=1","https://m.media-amazon.com/images/I/71arUJLqusL._AC_SY450_.jpg","LDTTCUK",79.99,683,"54,633.17","34,320","CN",23.49,1,4.3,202,7,26,"yiboshangmao123","Home & Kitchen","Large Standard-Size","FBA","13.5x6.7x16.9",16.16,"11/23/2022"
"LEMONDA 3 Legs Round End Table, 2 Tier Round Side Table with Storage Basket,11.8*17.8inches Round Metal Sofa Side Table,Small Round Nightstand,Small Coffee Table for Living Room Bedroom/Rustic Brown","B0BWRT9XP6","https://www.amazon.com/dp/B0BWRT9XP6?psc=1","https://m.media-amazon.com/images/I/61Js8vd9+8L._AC_SX466_.jpg","LEMONDA",29.99,555,"16,644.45","78,169","CN",12.63,1,4.4,45,9,11,"Lemonda-US","Home & Kitchen","Large Standard-Size","FBA","13.0x2.7x13.1",5.73,"2/24/2023"
"C Shaped Side Table, C Shaped End Table for Sofa Couch and Bed, Portable Laptop Table, Coffee Snack Table, Sofa Side Table, Wood Look Accent Table, Space Saving in Living Room, Black","B0BLSDH26S","https://www.amazon.com/dp/B0BLSDH26S?psc=1","https://m.media-amazon.com/images/I/61akHBRPuxL._AC_SX679_.jpg","Tuenort",29.99,66,"1,979.34","221,169","CN",12.79,1,4.0,3,8,-50,"Tuenort Direct","Home & Kitchen","Large Standard-Size","FBA","13.3x4.0x16.6",6.50,"11/8/2022"
"Apicizon Round Side Table, White Tray Nightstand Coffee End Table for Living Room, Bedroom, Small Spaces, Easy Assembly Bedside Table, 15 x 18 Inches","B08PD1LNFV","https://www.amazon.com/dp/B08PD1LNFV?psc=1","https://m.media-amazon.com/images/I/81U6IM+GAnL._AC_SX425_.jpg","Apicizon",33.99,806,"27,395.94","32,741","CN",16.93,1,4.5,"1,041",8,21,"APICIZON","Home & Kitchen","Small Oversize","FBA","15.5x3.0x15.5",3.95,"2/26/2021"
"MAHANCRIS End Table, 2-Tier Beside Table with Mesh Shelf, Sofa Side Table with Tempered Glass Top, TV Tray Table for Small Space, Snack Side Table, Nightstand for Bedroom, Living Room, Gold ETJ24B01","B0BQBP6LHT","https://www.amazon.com/dp/B0BQBP6LHT?psc=1","https://m.media-amazon.com/images/I/71FFZIIg0mL._AC_SX569_.jpg","MAHANCRIS",36.99,136,"5,030.64","92,763","CN",14.00,1,4.5,9,9,4,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","13.1x3.7x17.2",6.92,"3/27/2023"
"Somdot Nightstand, Bedside Table End Table for Bedroom Nursery Living Room - Removable Fabric Drawer, Open Storage Shelf, Sturdy Steel Frame, Durable Wood Top - Black/Rustic Brown","B09NM5X7SX","https://www.amazon.com/dp/B09NM5X7SX?psc=1","https://m.media-amazon.com/images/I/71sB1VtWzwL._AC_SX679_.jpg","Somdot",28.99,"1,530","44,354.70","24,551","US",13.44,22,4.2,971,7,52,"SOMDOT Home and Beyond","Home & Kitchen","Large Standard-Size","FBA","12.4x3.5x16.5",8.73,"1/1/2022"
